1.5m humi,1.5m temp,5cm earth,radio,all_product
82,26.1,26.7,13.92,234
94,23.2,24,,15523.6
91,23.1,24.3,,18
87,22.8,23.3,,5124.7
91,24.1,24,,65
85,25.9,25.2,10.2,230
94,24.4,25.3,,1057
79,23.8,25.1,,65
89,23.7,26.6,19.51,807.7
73,26,28,26.54,250.5
76,25.1,26.6,,8133
79,23.6,26.3,,5063.5
81,25.2,26.6,,1085.5
98,22.6,26.1,5.19,370
94,22.8,26.9,4.66,460
,,,,330
82,23.3,25.6,,4728.2
98,22.5,23.8,,60
94,23.5,24.9,5.03,90
97,22.3,25.4,,214
95,22.3,24.7,4.67,897
95,21.2,25.2,3.5,460
92,21.1,23.2,5.29,14781.6
95,21,23,,3.3
84,20.6,22.7,3.09,4891
93,22.9,24,0.88,250
96,22.4,23.8,3.52,1470
97,20.3,23.9,6.87,670
75,22.1,22,,15552.2
74,20.3,20.2,,4931.3
84,21.4,22.6,,8
90,21.3,23,3.66,20
97,21.9,23.5,,1585
98,20.9,23.8,8.49,817.5
75,23.3,23.7,,4901.3
74,21.7,22.1,,4272.7
69,24.5,24.4,,4
90,23.4,24.4,,1140
92,22.5,25.5,8.59,1050
93,22.2,24.9,9.47,1008.6
99,21.8,24.4,,13475
87,23.8,24.8,,88
86,21.6,23.2,,5768
91,24.6,24.1,,40
93,22.6,24.6,5.21,20
89,24.1,25.3,,2030
93,22.5,25.2,5.01,467
91,23.1,24.8,12.82,24308.3
79,23.5,24.9,13.82,6653.9
87,24.1,24.9,,94
94,25.1,25.4,9.52,150
93,25.4,25.1,8.94,60
94,25,25.5,10.55,1309.7
96,24.7,25.8,5.24,256
99,22.3,24.2,4.44,14158.4
95,22.8,25.1,4.59,112
91,25,25.4,,40
83,22.8,24.1,8.66,6243.1
,,,,120
93,25.7,26.1,8.68,110
97,24.9,25.5,5.2,1172
96,25,26.3,15.89,259.6
96,23,24.9,5.48,450
87,25.2,26.1,,14137.8
83,23.9,25.6,,4738.5
89,24.7,25.8,,32
,,,,1468.8
90,26.5,27,15.27,274.6
90,25.3,27.2,23.55,15757
91,25.4,26.1,,14
80,24.8,26.5,19.88,5320.6
93,25.9,25.6,13.5,24
89,26.1,27.2,17.99,60
93,26.4,27,14.05,1602
99,23.7,26.3,,2333.9
92,23,24.8,,634
95,26.2,27.4,,104
89,26.5,27.6,16.02,531.6
99,23.1,23.9,1.78,18674.6
93,25,24.9,,44
81,26.5,27.9,10.95,24
90,24.1,23.8,5.56,5396.7
97,25,24.6,13.78,87
87,27.9,27.7,15.32,1425.8
84,26.5,28.4,19.68,737
99,24.2,24.6,4.99,12154.7
85,27.5,28.3,22.2,265
84,24.8,23.7,3.34,3806.6
86,26.7,25.6,,70
90,27.2,25.4,13.33,44
86,27.6,28.3,18.78,40
83,29.2,28.4,,1485.2
95,25.4,28.2,10.31,412
99,24.1,24.7,,11257.2
85,27.5,26.8,,63
91,24.5,24.2,,3570.7
87,27.4,28.2,15.59,150
92,27.6,28.1,,1394
88,26.2,27.7,5.36,780
98,24,25,,17415.2
94,25.3,27.4,3.23,138
91,23.1,23.8,,3058.3
95,24.5,25.3,,7.2
89,27,27.2,5.04,73.5
96,26.1,27.1,,1122
95,23.5,25.4,10.41,12334.2
,,,2.33,40
87,23.1,24.6,10.28,2741.4
90,23,24.9,,8
97,23.8,25.6,1.68,1019
84,24.3,25.8,,13520.7
,,,3.86,40
79,23.7,24.8,,5179
89,26.7,26.3,3.56,20
97,24.2,24.9,,1073.5
99,25.4,25.5,7.19,26721.8
,,,5.02,30
92,24.5,24.5,6.33,4526.3
86,27,25.8,,8
91,26.1,26.9,3.61,10
97,26.3,27,9.45,1516.3
94,,26.8,11.06,296.6
99,23.9,25.3,6.94,15126
92,23.7,24.6,7.87,3093
92,24.5,25.6,,280
96,26.7,27.1,8.57,1068.5
93,26.2,27.9,12.63,585
89,26.7,27.3,,1707
86,25.6,27.1,,2390.8
93,,27.8,12.79,129
89,27.5,27.9,13.68,70
94,27.5,27.8,,229
83,27.9,29,21.04,559
94,26.7,27.5,8.65,12933.3
86,25.9,26.6,9.11,4230.4
86,27.2,26.8,,14
91,,27.9,21.73,136
89,27.5,27.9,12.22,10
86,28.8,28.8,18.7,1114
81,28.3,29.7,19.19,380
94,27.5,27.2,,16987.5
88,,28.8,20.31,140
86,25.3,25.4,,8006.5
,,,,50
88,28.6,29,,875
91,26.1,26.2,,74
83,27.8,29.8,19.15,986
83,27.9,29.3,24,97.1
99,25.7,26.7,4.78,19398.2
90,25.1,26,9.43,3158.4
83,29.1,29.6,21.09,845
83,27.5,28.1,,47.6
85,26.2,30,19.77,130
88,27,27.9,12.95,11541.6
82,25.3,25.7,7.11,4347.8
90,27.5,29.7,22.05,60
83,28.6,29.6,18.48,1173
86,28,30.2,25.62,22.8
84,26.8,30.5,23.4,524
87,27.1,29,,16827.4
87,24.7,27.1,,4078.4
80,28.2,29.5,21.73,30
84,27.9,29.9,,1130
86,26.6,30,26.81,8.5
81,26.6,30.6,24.88,922
84,26.2,29,,23505.7
84,24.1,26.5,,3225.4
84,26.7,27.7,,42
82,27.3,29.5,,753.6
77,27.2,30.7,24.46,227
88,26.5,29.2,,15679.5
83,25.1,27.2,,2632.7
81,27,28.6,,14.5
84,27.6,29.6,,910
79,26.2,30.6,22.38,402
90,23.9,27.6,,14910.1
89,20.7,23.3,,2421.1
85,27.5,29.4,,614.3
81,25.9,30,13.74,314
94,22.9,26.1,8.54,11466.1
87,22.1,23.8,9.9,2272
87,26.3,29.5,13.05,10
85,26.1,28.1,,5
90,26.5,29,12.86,656
86,25.6,28.1,22.58,14941.2
77,26.9,27.8,,4
85,23.8,25.9,16.7,2563.9
84,26.9,29,17.9,18
81,28.3,29.3,22.1,777
80,27.9,29.5,23.97,15472.2
80,26.1,27.2,18.68,2532.3
68,29.3,29,,24
80,27.9,28.7,16.92,10
79,29.5,30.2,22.59,701
82,27.3,30.3,20.45,50
74,28.7,29.8,,17092.9
73,28.5,28.7,,70
74,27.3,28.3,,2700.9
80,28.9,28.8,,712
78,28,28.3,,12684.1
86,26.7,27.2,,22
84,25.3,26,,2590.8
78,29.8,28.8,,1012
91,27.1,28.6,,13880.3
91,25.1,26.2,,1035.6
85,28.6,29.8,,787.5
85,27.2,30.4,13.37,10
93,26.3,28.7,13.04,9723.2
94,25.4,27.8,,40
93,25,26.7,9.75,1847.8
94,26.7,28.9,12.4,675
83,27.2,28.3,,32
79,25.1,27.4,,14225.3
75,24.4,25.5,,5093.1
89,27.6,29.2,,567
76,25.5,27.8,,12392.7
82,25.5,28,,30
76,24.9,27.1,,2474.6
81,27.4,29.5,,691
94,24.5,28.1,4.88,140
99,23.3,26.4,,16118.6
90,24.4,26.8,,10
93,22.4,23.9,,1991.8
96,25.2,27.7,,827
76,24,27.3,15.46,30
85,22,24.4,9.6,15654.7
80,22.7,25.2,,20
81,20.7,21.6,9.45,1280
79,23.8,26.2,19.43,10
90,23.2,26.1,17.18,571
69,22.5,25.4,27.05,7832.9
73,20,22.4,21.32,927.5
80,23.8,26,20.75,384.5
89,20,25.5,5.25,387
91,21.1,26,6.73,11.6
91,19.9,23.9,15.76,12037.1
78,22.2,24.9,,30
78,19.9,22.4,16.73,2734
75,23.2,23.7,13.2,8
87,22.1,25.2,6.79,1468
92,20.4,23.3,6.26,230
94,18.9,21.3,5.21,2914
89,19.5,21.8,,20
87,18.4,18.9,4.11,2975.5
97,19.9,22.2,4.21,108
88,22.9,24,15.67,726.4
72,22.1,23.3,20.52,12974.3
81,23.2,23.3,,30
75,20.3,19.7,11.45,2295.2
88,23.5,24.3,20.7,284
85,23,24.7,12.78,83.6
96,18.3,23.2,13.02,9617.5
86,18.6,19.9,11.26,1749.5
87,22.5,24.8,15.84,836
88,22.5,25,15.46,232.8
85,20.5,23.6,21.14,14218.8
85,22.1,24.3,,40
81,19.9,21.4,17.71,1915
84,23.7,25.6,18.51,1014
80,20.4,23.5,19.65,12186.5
86,21.4,23.9,,20
76,20,21,13.68,2119.5
91,21.8,24.7,5.35,1333
90,22.4,24.1,11.66,407.3
96,18.5,22.1,6.96,15647.5
92,19.1,22.6,,24
78,18.7,19.6,7.3,2034.2
93,20.3,23.6,13.43,488
88,19.9,23.1,19.02,12356.6
86,22.6,25,20.27,164
83,18.9,21,14.16,2108.8
89,20.9,23.9,17.09,702
88,22.2,25.3,18.17,765.6
83,21.1,23.7,20.56,14432.4
78,20.7,22.5,18.8,2167.2
80,23.3,24.5,19.62,910
87,21,25.2,8.03,13
98,20,23.2,6.5,15305.4
92,20.4,23.6,,50
88,19.7,21.2,5.59,1660.7
93,22,24.7,6.77,704.9
95,20.5,24.7,6.91,484.8
82,19.4,22.5,12.75,11762.2
77,19.2,20.2,10.66,1613.2
87,19.9,23.1,,20
91,20.8,24,4.55,20
94,21.7,24.3,6.93,554
78,17.7,21.9,21.19,8063.2
76,20.2,22.8,,104
81,16.2,18.4,13.45,1440.7
89,18.5,23.6,14.42,130
83,19,23.2,9.54,54
83,19.8,23.6,14.31,562
86,18.6,23.1,19.37,640.3
78,16.8,21.4,23.57,12802.3
69,16,17.9,18.14,1364.2
81,19.3,21.9,,68
84,19.7,22.5,18.89,1186.9
82,16.9,22.1,20.45,482.6
77,15.2,20.1,24.96,16310.7
73,14.6,17.4,19.5,1373
68,17.7,20.8,,21
74,18.3,20.3,13.58,52
75,18,22,14.36,42
75,17.5,21.4,18.86,813
83,17.3,21.9,15.19,701.2
72,16.6,20.2,25.17,10529.4
69,18.5,21.2,,84
72,15.8,17.9,18.56,1477.9
63,20,20.6,13.09,56
77,19,21.7,17.39,641
86,17.7,21.4,10.78,149.1
72,16.4,19.5,17.34,9022.6
65,18.8,20.9,,72.1
67,16.1,17.5,16.58,1579.2
63,19.4,20.1,13.64,100
71,20,21.5,14.66,702
62,20.3,21.4,,34
87,18.9,21.9,18.01,1245.1
75,17.5,20.1,15.34,9098.6
80,17.4,21.8,13.46,50
68,17.5,18.5,14.7,1430
61,21.1,20.7,13.59,122
73,20.8,22.1,17.5,845
68,19.9,21.2,,192
88,19.2,22.4,18.95,724
81,16.9,19.4,13.39,8957
75,16.1,17.7,11.17,1615.9
66,20.8,20.6,13.14,76
79,20.7,22.6,14.47,14
78,20.5,22.1,17.23,838.4
61,19.7,21.1,,126.5
86,19.5,22.9,20.61,1285.5
77,16.6,19.2,13.56,9759.3
73,,17.2,14.19,2265.2
63,20,20.2,13.6,203
78,20,22.8,15.73,104
71,20.1,21.9,18.36,1418
77,19.2,21,,186
81,17.8,22.4,21.43,1620.2
83,15.2,21.6,19.31,30
84,16.9,20.7,,9734.5
75,16.3,19.2,,3394.1
74,20,20.6,,157
76,18,22.3,16.93,110
79,18.7,20.8,,1923
79,18.1,20.6,,72
81,17.6,21.7,18.94,2790
86,16,21.5,15.77,206.3
,,,,6978.2
81,15.2,18.2,12.72,3087.9
77,18.9,20.1,13.64,124
80,17.8,21.7,14.81,394
78,18.1,20.2,15.74,855
85,18.2,21.8,18.08,560.1
80,17.2,19.7,14.48,1006
79,16.5,18.6,12.04,1935.1
88,18.8,20.4,13.65,174
84,18.5,20.7,17.16,96
67,12.9,17.7,,391
58,15.5,20.1,19.39,4825.9
56,13.9,19.9,20,12
58,11.9,17.7,26.17,8579.9
69,10,13,18.52,2581.9
58,13.8,17,7.76,482
54,15.7,20.4,16,120
66,14.5,18.5,17.53,1391
73,13,16.9,,312
73,14.8,19.2,21.07,7199.7
73,12.6,19.1,19.5,131
77,10.7,17,24.59,7610.4
74,9.4,13,18.1,3540.2
63,14.1,16.5,13.27,458
67,14.6,18,19.16,1622.7
58,15,17.1,,349
76,15.7,19.5,19.33,1959.8
78,14.6,19.5,16.04,346.7
65,14.1,17.4,22.74,5603.9
66,12.1,14,16.52,4526.1
61,15.4,16.6,13.62,304
66,16.7,19.9,15.38,380
66,16.9,18.4,17.05,2102
59,16.6,17.4,,646.5
78,15,19.5,20.56,4121.4
70,14.7,19.3,17.95,170
68,13.7,17.6,24.13,6717
66,12.3,14.5,17.99,3249.2
57,17.3,17,13.58,242
63,16.6,19.6,15.72,60
61,18.2,18.7,18.82,1070
57,16.5,17.3,,390.5
67,15.3,18.9,16.29,322.6
79,14.7,19,19.23,2042.1
69,14,17.6,25.21,3953.9
59,13.8,14.9,17.47,2465.9
59,17.3,16.9,13.59,128
66,16.6,19.1,15.19,160
65,17.5,18.4,18.03,1608
64,16.3,17.6,,412.5
81,16.4,19.6,19.37,2640.6
73,15.3,19.3,15.02,130
73,13.8,17.7,20.55,5602.2
69,13,15.2,15.55,2640.6
67,16.6,17.2,13.62,228
69,17.6,19.1,17.74,1752.5
82,15,17.9,,785.7
82,15,19,11.8,568.6
80,17.4,20.1,15.32,3656.6
84,14.3,17.8,13.83,3314.5
80,12.5,15.1,11.74,2400.1
84,15.5,17.2,13.57,222.5
72,18.2,20.4,14.6,70
84,16.7,19.4,13.37,2234
69,11.7,15.6,,177.7
72,13.6,18.9,12.78,810
74,12.1,18.1,16.04,50
83,11.9,17.3,15.25,520
74,9.6,13.2,13.98,2333.2
53,15.6,19.4,11.53,50
78,12.3,16.8,11.46,290
63,12.4,15.5,,228.8
82,12.4,17.5,8.52,3282.6
84,9.9,16.6,7.51,280
69,10.3,15.9,16.25,2783.2
63,8.7,12.4,11.56,2077.4
56,12.9,15,13.64,464
74,13.3,16,7.18,1884
56,10.8,15,,618.5
68,12.7,17.6,18.51,2585.4
76,10.5,16.2,16.25,120
67,8.8,14.8,20.58,4759.7
66,6.6,10.7,14.25,2817.1
55,11.1,14.5,13.62,66
47,15.2,18.6,12.18,50
57,12.3,15.6,16.22,1696
66,11.8,14.6,,161
87,10.7,16.5,7.33,20
84,11.3,16.7,6.95,440
91,7.5,13.3,7.5,448.7
81,7.3,10,3.27,2613.7
73,11.6,13.9,13.73,20
83,10.8,14.6,5.62,141
71,12.1,15.3,,868.5
80,11,16.6,15.84,180
83,11.9,16.5,17.68,2503.5
78,9.5,14.1,16.88,5882.8
80,7.5,11.1,12.96,2753.5
75,12.5,14.6,13.6,434
82,12.1,14.9,13.55,1363
80,13.4,14.9,,795
82,12.3,16.7,15.85,4120.1
79,10.6,15.7,15.58,372
81,10.8,14.4,15.46,2574.7
75,10.1,12.3,14.77,2342.4
81,14.2,14.7,13.24,1076
72,13.9,15,14.9,1490
71,13.4,15.2,,459.5
77,12.8,16.7,17.67,2670.5
81,11.1,15.9,14.95,210
78,10.7,14.4,18.93,4530.2
70,9.9,12.3,15.37,2635
77,13.8,14.9,13.62,172
77,12.7,15,15.6,1309
80,13.5,15.2,,520
95,13.2,16.7,4.73,2710.1
91,10.8,15.6,6.26,200
93,9.3,13.5,8.43,610
79,8.8,11.1,4.73,2119.6
80,13.8,14.3,13.69,400
88,14.7,17.1,2.92,125
80,14,14.9,4.36,1467
69,12.9,15.1,,318
78,14.1,16.8,9.85,2292.9
85,12.1,16.3,6.23,10
75,11.5,14.6,13.97,5797.7
67,10.8,11.5,10,2629
71,13.2,14.6,13.67,166
75,14.9,16.9,5.19,39
82,13,15.2,9.48,1352
56,9.9,14.1,,400
57,12.2,15.3,17.52,3494.7
53,10.1,14.5,17.18,308
57,7.2,12.9,23.42,2019.8
57,5.6,9.3,15.64,2356.1
55,8.7,12.5,13.6,1086
50,12.8,15.4,13.9,70
68,9.7,13.6,16.54,1455
57,9.1,12.9,,570
67,9.8,14.6,18.17,2573.1
54,8.6,13.2,17.06,225
57,6.1,11.4,23.14,4983
58,4.5,7.6,15.55,2553.7
56,8.4,11.2,13.6,114
51,12.1,14.5,13.41,80
72,8.7,13.1,16.2,1394
74,11.4,13.6,,436
79,9.4,13.9,14.87,278.4
86,10.2,14.4,15.74,5156.6
79,9.1,12.4,19.24,743.2
74,8.3,9.9,13.01,2637
80,11.4,12.4,13.65,582
71,13.1,15.1,11.56,50
81,11.3,13.4,14.47,1766
86,11.6,13.8,,1145
84,11.6,14.7,15.12,4049.3
82,9.9,13.9,13.49,150
81,10.8,13,14.06,3558.3
78,9.4,10.6,11.35,1755.8
83,12.3,12.9,13.56,510
74,13.7,15.2,10.78,130
84,11.9,13.9,12.96,1352
62,12.9,14.5,,356
66,13,15,12.73,294
82,13.1,15.5,11.95,4233.1
,,,,380
59,9.7,11.6,12.85,1572.7
61,13.6,13.8,13.63,220
78,13,15.3,11.58,1140
59,9,12.9,,172
71,9.5,14.1,16.58,3659.7
71,8.1,13.6,14.85,90
56,7.6,11.8,21.88,2619.6
59,5.5,9,14.45,1442.56
57,9.5,12,13.63,310
39,13.7,15,11.33,20
69,9.6,13,14.9,1135
55,10.7,12.7,,363
77,9.2,13.4,16.4,4431.5
80,8.5,13.5,14.17,184
59,9.6,11.9,20.81,240
56,7.4,9.2,13.86,999.8
59,10.6,12,13.19,180
62,11.9,14.7,11.66,142
73,9.5,12.4,14.09,112
67,12.2,12.8,,430
77,10.7,13.6,15.67,3539.4
81,9.3,13.6,11.72,192
74,10.1,12.1,15.05,1955.9
70,9.5,9.2,9.31,1005
71,11.4,14.5,11.74,80
70,12.5,12.9,12.98,942
72,10.2,13.2,,358
82,11.8,14.7,12.92,4903.7
74,9.8,14,11.21,40
63,8.4,12.2,17.09,220
61,7,8.1,13.49,1221.4
69,10.7,12.5,13.63,44
70,13.7,15.4,7.38,174
77,10.5,13.9,12.63,1235
53,7.5,11.2,,398
66,7.6,12.7,14.68,3725.9
40,4.9,9.8,22.17,2516
45,3.2,5.5,14.48,1164.9
53,6,10.1,13.17,214
56,9,13.4,11.4,80
65,7.7,10.8,11.76,1313
60,5.2,10,,697
68,5.4,11.4,16.27,4392.3
,,,15.54,90
40,3.2,7.5,22.35,964
46,2.1,3.7,13.96,1564.3
49,4.9,8.2,13.61,114
51,7.2,12,11.9,194
67,4.6,9.1,14.7,2211
,,,13.61,120
67,8.8,10,,628
65,7.7,10.6,13.83,2963.2
61,6.7,8.8,17.38,2368.8
67,7.1,6.9,11.15,1236
69,8.6,9.1,13.65,30
57,8.6,11.8,8.46,50
72,8,9.4,11.91,1549
,,,4.92,90
71,12.2,12.1,,550
82,11.2,12.1,3.12,3496.1
64,11.2,11.5,9.89,217.9
72,10.3,9.9,8.43,601.1
72,13.2,12,3.34,1034
73,12.8,13.3,,275
85,12,13.2,12.8,3462.3
,,,12.66,140
58,13.4,13.4,16.87,527.8
57,13.5,11.9,9.79,838.3
84,12.3,13,9.98,10
60,6.4,9.9,,611
62,7,11.2,15.39,4747.7
,,,14.38,127.8
55,1.1,4.6,12.41,658
42,3.5,8.4,20.59,49
42,9.1,12.2,11.31,20
66,6.2,9.2,13.38,859
64,7.1,9.8,,292
69,7.3,10.9,15.18,4509.9
54,5.2,8,,157
61,2.1,4.3,,568
67,6.9,8.4,,108
63,8.2,9.6,,907
67,7.9,9.6,,440
71,7,10.5,14.84,4345.8
,,,13.36,21.8
64,3.6,5,11.87,552.6
73,7.9,8.8,13.65,150
58,5.9,8.1,18.91,50
58,9,11.9,10.73,50
75,7.6,9,12.82,1002
72,8.3,9.7,,454
76,8.4,10.8,14.35,2743.9
,,,13.16,120
64,7.1,8.4,17.45,9.7
63,5.3,5.7,11.69,292
75,9.8,12,10.53,78
75,8.4,9.2,12.52,1012
87,9.4,10.5,,203
79,8.8,10.9,13.54,4385.3
,,,11.66,34
70,9.2,10.3,15.8,65
69,7.9,8.4,10.53,458
80,10.2,9.8,13.71,48
65,11.4,12.3,10.24,50
85,9.2,9.4,11.04,696
80,9.9,11.3,13.02,3857
72,8.2,9.8,16.18,70
82,9.6,11.1,,46
69,6.9,7.4,11.41,444
78,10.6,10.4,13.67,60
74,12,12.6,9.83,118
80,9.1,9.8,11.47,745.5
79,10.8,11.2,,107
70,12.6,12.1,13.56,3647.1
,,,10.52,110.9
73,7.6,7.5,9.95,258
65,14.5,13.6,9.92,90
81,11,10.6,10.48,899.5
76,14.4,12.1,,30
83,16.2,13.8,7.29,2265.4
,,,8.17,110
77,9.5,8.5,4.43,410
70,16,11.7,13.73,100
91,14.4,12.1,4.72,1118
90,17.1,13.9,,180
86,19.4,15,7.4,2783.5
67,14.6,12,2.65,362
99,12.9,13,3.27,50
87,19.2,15.9,2.92,10
91,18.4,14.6,4.58,682
85,14.2,15.6,,146
87,17.7,16.5,1.67,2743.1
,,,2.92,150
84,13.1,14.1,1.27,566
90,14.2,14.9,13.81,112
,,,,546
74,9.2,13.6,2.71,2939.3
,,,3.08,30
77,0.6,6.6,3.94,256
80,7.7,11.7,1.37,468
71,5.8,9.8,,168
76,8.7,11.7,13.36,3028.7
78,3.4,5.1,9.47,754
72,6.3,8.4,13.41,84
73,9.5,12.3,9.26,20
75,7.7,9.8,11.55,424
65,3.3,8.7,,60
68,,10.8,9.25,4007.1
64,3.2,8.5,12.15,20
75,-0.8,3.2,10.92,276
66,5.2,8.8,11.35,438
60,5.7,9.8,11.88,4249.4
60,4.2,8,,151.2
78,-1.3,2.2,5.7,426
57,5.4,7.8,9.2,1350
72,4.8,7.4,,211
73,5.7,9.2,13.25,3628.9
87,-1.6,1.1,4.03,200
44,9.4,10.6,9.63,34
71,5.5,6.8,10.84,266
73,7.8,9.7,11.1,2395.4
71,5.8,8.3,,10
82,0.7,1.8,10.05,403
54,10,11.1,7.81,50
70,7.2,7.5,9.18,777
64,5.1,7.9,,98
71,6.8,9.6,5.56,2712.9
79,0.7,2.4,7.65,485
74,5.8,7.6,4.38,472
54,2.4,6.8,,77
57,5.2,8.6,11.39,1815.1
54,-2.1,0.8,11.01,294
56,0.4,4.7,13.66,40
55,-0.6,4.2,18.2,60
62,3.6,6.1,10.81,1104
66,0.7,5.2,,20
77,2.2,7.2,12.49,1682
70,-4.2,-0.8,10.63,70
70,2.8,5.2,10.62,562
67,1.6,6.4,12.83,1981.3
51,1.6,4.3,,40
67,-3.2,-1.2,10.14,166
58,2.2,3.9,10.85,410
50,3.4,5.7,,36
64,2.3,6.2,10.7,2422.2
59,2.6,4.7,10.88,40
64,-1.1,-0.5,6.46,20
42,3.5,4.5,13.52,91
54,1.1,2.8,10.6,70
52,4.1,4.1,10.24,310
70,2.6,6,12.5,1575.7
59,-2.7,-0.6,10.56,10
62,1.4,4.9,,23
69,1.7,3.9,8.99,454
72,1.3,5.6,11.47,2496.5
62,-0.6,3.5,10.97,100
69,-4.7,-1.4,10.31,10
51,4.4,7.2,9.31,10
76,0,2.8,9.16,603.5
75,1.8,5,12.5,1864.1
78,2.9,3.6,9.38,844
77,3.6,5.2,6.24,3004.8
69,2.5,3.3,6.78,159
62,0.3,0.2,8.89,20
78,4.2,4.2,5.16,891
77,1.2,5.5,9.68,2460.6
69,1.7,4,7.96,1524
68,0.9,4.5,12.58,2219.1
75,-4.2,-1.5,5.3,20
61,1.8,2.6,10.29,60
73,4,5.4,6.07,1657.2
72,5.3,4.8,7.37,1002
87,4.7,5.8,6.58,1446.3
97,-1,-0.4,3.25,35
84,5.9,5.5,6.39,540
71,3.8,6.3,11.91,2128.2
60,4.2,4.8,9.5,768
56,-1.2,4.3,12.03,2683.2
52,-10.8,-2,10.63,20
50,-9,1.5,17.01,50
46,-0.8,5.8,6.93,50
56,-2.9,1.9,10.33,874
64,-3.7,2.8,12.75,2540.2
59,-4.6,0.7,10.19,694
75,-3.9,2,11.13,2551.8
66,-4,0.3,8.47,636
79,-2.1,1.9,12.26,2085
54,-5.6,-0.2,11.08,38
78,-4.2,0,10.21,1204
78,-0.3,2.2,8.25,2457.2
65,-4.7,-2.5,9.15,10
67,1.4,3.8,6.17,10
75,0,-0.1,4.42,842
47,-1.2,2.4,13.16,1666.6
47,-4.6,-0.5,13.66,50
53,-3.1,-0.1,10.38,784
77,-1.4,2.1,7.71,2784.4
75,0.9,-0.1,7.45,570
83,-0.4,2.2,7.19,1589.7
87,1.2,0.1,5.6,360
85,1.4,2.4,8.06,2637.8
85,3.3,0.3,6.25,828
70,3.8,3.3,10.89,1861.6
66,2.6,0.1,9.22,80
70,4.4,0.4,8.87,1044
72,1.9,3.5,11.05,2281.1
74,1.7,3,11.33,1382.7
76,-0.8,0.1,7.38,100
82,1.1,0.8,4.92,1488
93,4.2,5.4,10.51,3399.3
84,1.1,0.3,,20
86,4.4,2.5,9.22,758
88,2.5,5.1,6.17,2595.9
80,1.6,0.6,6.29,60
93,1.9,3.5,3.57,934
87,-4.3,3.9,1.94,2037.6
50,-5.6,0.5,11.27,30
74,-3.4,4.3,7.67,80
76,-5.6,2.1,11.11,890
85,-5.2,3.6,11.56,1615.3
73,-2.5,2.3,8.55,6
78,-6.5,0.9,8.46,138
69,-2.2,0.9,10.08,50
85,-0.6,2.3,10.07,3293.3
,,,,10
75,-1.8,0.3,7.31,40
72,-0.1,2.6,7.74,1594.5
50,-1,-0.3,9.58,60
73,-1.7,0.5,7.38,60
74,-2.5,2,10.95,1670.1
69,-2.2,2.3,6.51,60
74,-4.8,0,10.46,70
77,-8.8,1.9,5.16,1557.9
69,-10.9,0.4,,50
44,-9.8,-1.6,11.87,80
70,-10.4,0.3,11.92,30
77,-11.6,1.6,12.15,1104.8
59,-8.2,1,9.79,166
73,-13.5,0,11.35,50
75,-9.4,1.2,13.02,616.9
53,-9.3,-2.8,11.61,80
78,-11.9,-0.4,11.64,80
88,-3.3,0.9,5.82,1684
75,-0.8,0.6,5.13,30
74,-5,-0.3,5.71,70
84,-3.5,0.6,,10
89,-2.4,-0.3,9.55,130
85,1,0.9,,10
81,2.8,1,11.74,1556.8
75,2.4,1.5,8.25,70
79,3.6,0,9.63,20
85,3.5,2.1,12.16,853
64,3.7,-0.1,10.57,90
85,6.6,3.8,7.46,1161.6
72,4.4,-0.2,13.37,90
80,6.8,-0.4,4.33,30
66,0.8,4.1,7.43,404.2
78,0.4,2,5.69,819.3
65,-2.3,1.7,14.39,1504
54,-4.7,-0.5,12.2,60
76,1.4,1.8,13.68,1694.3
47,-0.4,-1.1,13.66,60
86,7.4,3.4,5.47,984
76,6.1,-0.4,4.22,120
100,9,5.6,4.14,1969.9
100,9,6.7,3.29,1545.6
78,9.8,5.2,4.6,80
78,7,7.1,13.75,2798.1
71,6.9,1.9,13.66,30
77,7,6.9,9.96,10
76,6.4,4.9,10.86,70
92,6,7,3.79,2087.5
91,4.8,2.6,13.59,130
89,5.6,5,3.64,100
54,4.8,6.5,14.25,1678.9
61,1.5,1.8,13.65,20
53,5.3,6.8,9.72,50
50,3.9,3.8,12.4,60
78,0,5.1,6.84,529.5
62,-2.6,0.8,13.71,10
75,-1.1,1.8,5.94,60
72,-3.2,3.7,15.34,926.9
47,-8.2,-0.1,13.39,500
61,-2.1,3.4,11.26,10
48,-4.4,0.5,13.4,120
83,0.3,3.1,9.81,649.6
78,0.3,0.4,6.56,80
87,8.5,6.1,4.36,677
89,5,0.3,13.73,10
85,8.8,6.6,1.9,80
87,7.7,4.6,6.37,100
57,-1.3,4.6,16.45,1215.1
50,-1.9,2.2,14.58,50
72,-1.1,3.2,16.03,292.1
59,0.2,3.8,11.8,120
63,-1.3,1.4,14.69,58
66,1.1,3.7,16.67,337.2
43,0.9,0.1,15.68,110
61,-0.3,1.9,14.78,60
66,1.3,3.3,11.02,124.2
52,0.7,0.1,11.26,240
54,2.5,4.1,5.71,220
65,0.7,1.7,12.76,30
87,2.7,3.6,6.55,247.1
76,5.2,2.2,3.61,60
52,0.3,4.4,17.29,291.9
45,-5,-0.9,14.78,30
42,1.3,5.1,12.73,390
51,-1.2,2.1,15.3,130
62,0.2,3.3,17.32,179.4
64,-1.4,1.2,15.31,80
75,1.7,3.5,15.93,414.2
53,5,4.6,11.97,50
76,1.5,1.7,12.82,30
73,4.1,4.2,10.21,33.6
68,1.3,5,,20
71,2.9,5.3,9.24,30
59,-3.2,2.5,,30
68,0.2,4.8,13.96,156.8
